Error: missing newline in D:\VuGen\Scripts2\Script\UC1_ReservAdd\..\fileDat\users.dat	[MsgId: MERR-13874]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_1" =  "Denver"	[MsgId: MMSG-13992]
Action.c(177): Notify: Saving Parameter "depart_City = Denver".	[MsgId: MMSG-13798]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_19" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(178): Notify: Saving Parameter "arrive_City = Sydney".	[MsgId: MMSG-13798]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_count" =  "3"	[MsgId: MMSG-13992]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_2" =  "Window"	[MsgId: MMSG-13992]
Action.c(179): Notify: Saving Parameter "seat_Pref = Window".	[MsgId: MMSG-13798]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_count" =  "3"	[MsgId: MMSG-13992]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_1" =  "First"	[MsgId: MMSG-13992]
Action.c(180): Notify: Saving Parameter "seat_Type = First".	[MsgId: MMSG-13798]
Action.c(183): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(183): Notify: Parameter Substitution: parameter "arrive_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(188): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(188): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(191): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(191): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(198): Notify: Saving Parameter "numPassengerRand = 2".	[MsgId: MMSG-13798]
Action.c(200): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(202): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(202): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(210): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(210): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(211): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(211): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "arrive_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(211): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(213): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(213): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "arrive_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "returnDate" =  "11/15/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "numPassengerRand" =  "2"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(213): Notify: Saving Parameter "outboundflighting_1 = 080;1485;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_2 = 081;1323;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_3 = 082;1404;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_4 = 083;1215;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(213): Notify: Saving Parameter "outboundflighting_count = 4".	[MsgId: MMSG-13798]
Action.c(213): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): Registered web_reg_find successful for "Text=Flight departing from <B>Denver</B> to <B>Sydney</B> on <B>11/14/2023</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): web_submit_data("reservations.pl") was successful, 2446 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_count" =  "4"	[MsgId: MMSG-13992]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_2" =  "081;1323;11/14/2023"	[MsgId: MMSG-13992]
Action.c(238): Notify: Saving Parameter "outboundFlight = 081;1323;11/14/2023".	[MsgId: MMSG-13798]
Action.c(241): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(241): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(243): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(243): Notify: Parameter Substitution: parameter "outboundFlight" =  "081;1323;11/14/2023"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "numPassengerRand" =  "2"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(243): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(243): Registered web_reg_find successful for "Text=Payment Details" (count=1)  	[MsgId: MMSG-26364]
Action.c(243): web_submit_data("reservations.pl_2") was successful, 2811 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(261): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(261): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(261): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(263): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(263): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(263): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(265): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(265): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(265): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(267): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(267): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(270): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(270): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(276): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(280): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(280): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(280): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(287): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(287): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(289): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(289): Notify: Next row for parameter creditCard = 8 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(289): Notify: Parameter Substitution: parameter "creditCard" =  "888888888"	[MsgId: MMSG-13992]
Action.c(289): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(291): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(291): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(291): Notify: Parameter Substitution: parameter "arrive_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(291): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(327): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(327): Notify: Parameter Substitution: parameter "numPassengerRand" =  "2"	[MsgId: MMSG-13992]
Action.c(327): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(327): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(327): Notify: Parameter Substitution: parameter "arrive_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(327): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(328): web_submit_data("reservations.pl_4") started  	[MsgId: MMSG-26355]
Action.c(328): Notify: Next row for parameter firstName = 8 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "firstName" =  "Maria"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter lastName = 8 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "lastName" =  "Yusupova"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter streetUser = 8 [table  = streetUser].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "streetUser" =  "Livnevaya"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter cityUser = 8 [table  = cityUser].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "cityUser" =  "Magadan"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter firstName = 8 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "firstName" =  "Maria"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter lastName = 8 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "lastName" =  "Yusupova"	[MsgId: MMSG-13992]
Action.c(328): Notify: Getting new value for parameter 'randFirstName': table = '..\fileDat\users.dat' column = '2' row = '1'.	[MsgId: MMSG-13877]
Action.c(328): Notify: Parameter Substitution: parameter "randFirstName" =  "Jojo"	[MsgId: MMSG-13992]
Action.c(328): Notify: Parameter Substitution: parameter "randLastName" =  "jojo"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter creditCard = 8 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "creditCard" =  "888888888"	[MsgId: MMSG-13992]
Action.c(328): Notify: Next row for parameter expCreditCard = 8 [table  = expCreditCard].	[MsgId: MMSG-13876]
Action.c(328): Notify: Parameter Substitution: parameter "expCreditCard" =  "123"	[MsgId: MMSG-13992]
Action.c(328): Notify: Parameter Substitution: parameter "numPassengerRand" =  "2"	[MsgId: MMSG-13992]
Action.c(328): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(328): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(328): Notify: Parameter Substitution: parameter "outboundFlight" =  "081;1323;11/14/2023"	[MsgId: MMSG-13992]
Action.c(328): Notify: Saving Parameter "fligting =  1pm : Flight 081 leaves Denver  for Sydney".	[MsgId: MMSG-13798]
Action.c(328): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(328): Registered web_reg_find successful for "Text=<B>Thank you for booking through Web Tours.</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(328): Registered web_reg_find successful for "Text=Total Charged to Credit Card # 888888888" (count=1)  	[MsgId: MMSG-26364]
Action.c(328): Registered web_reg_find successful for "Text=leaves Denver  for Sydney" (count=1)  	[MsgId: MMSG-26364]
Action.c(328): Registered web_reg_find successful for "Text=<b><u>2 First Class tickets from Denver to Sydney.</u></b>" (count=1)  	[MsgId: MMSG-26364]
Action.c(328): web_submit_data("reservations.pl_4") was successful, 3290 body bytes, 679 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(428): Notify: Transaction "ReservTicket" ended with a "Pass" status (Duration: 10,3060 Think Time: 10,0117 Wasted Time: 0,0002).	[MsgId: MMSG-16870]
Action.c(432): Notify: Transaction "LogOut" started.	[MsgId: MMSG-16999]
Action.c(434): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(434): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(437): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(437): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(440): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
../fileDat/lib.h(3): web_reg_find started  	[MsgId: MMSG-26355]
../fileDat/lib.h(3): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
../fileDat/lib.h(4): web_url("SignOff Button") started  	[MsgId: MMSG-26355]
../fileDat/lib.h(4): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
../fileDat/lib.h(4): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=1"  	[MsgId: MMSG-26574]
../fileDat/lib.h(4): Retrieving data from cache for "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26558]
../fileDat/lib.h(4): Resource "http://localhost:1080/WebTours/images/mer_login.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
../fileDat/lib.h(4): Registered web_reg_find successful for "Text=To make reservations,please enter your account information to the left" (count=1)  	[MsgId: MMSG-26364]
../fileDat/lib.h(4): web_url("SignOff Button") was successful, 2176 body bytes, 583 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(444): Notify: Transaction "LogOut" ended with a "Pass" status (Duration: 5,1174 Think Time: 5,0090 Wasted Time: 0,0000).	[MsgId: MMSG-16870]
Action.c(447): Notify: Transaction "UC1_ReservAdd" ended with a "Pass" status (Duration: 25,9126 Think Time: 25,0279 Wasted Time: 0,0189).	[MsgId: MMSG-16870]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 1.	[MsgId: MMSG-15965]
Starting iteration 2.	[MsgId: MMSG-15968]
Notify: Next row for parameter login = 1 [table  = login].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'login': table = '..\fileDat\users.dat' column = '0' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter randLastName = 2 [table  = randLastName].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'randLastName': table = '..\fileDat\users.dat' column = '0' row = '2'.	[MsgId: MMSG-13877]
Notify: Next row for parameter lastName = 1 [table  = lastName].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'lastName': table = '..\fileDat\users.dat' column = '3' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter expCreditCard = 1 [table  = expCreditCard].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'expCreditCard': table = '..\fileDat\users.dat' column = '5' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter password = 1 [table  = password].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'password': table = '..\fileDat\users.dat' column = '1' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter creditCard = 1 [table  = creditCard].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'creditCard': table = '..\fileDat\users.dat' column = '4' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter streetUser = 1 [table  = streetUser].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'streetUser': table = '..\fileDat\users.dat' column = '6' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter cityUser = 1 [table  = cityUser].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'cityUser': table = '..\fileDat\users.dat' column = '7' row = '1'.	[MsgId: MMSG-13877]
Notify: Next row for parameter firstName = 1 [table  = firstName].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'firstName': table = '..\fileDat\users.dat' column = '2' row = '1'.	[MsgId: MMSG-13877]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(4): Notify: Transaction "UC1_ReservAdd" started.	[MsgId: MMSG-16999]
Action.c(8): Notify: Transaction "StartWebTours" started.	[MsgId: MMSG-16999]
Action.c(10): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(10): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(13): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(13): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(16): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(16): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(19): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(19): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(22): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(22): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(25): web_add_header("sec-ch-ua") started  	[MsgId: MMSG-26355]
Action.c(25): web_add_header("sec-ch-ua") was successful  	[MsgId: MMSG-26392]
Action.c(28): web_add_header("sec-ch-ua-mobile") started  	[MsgId: MMSG-26355]
Action.c(28): web_add_header("sec-ch-ua-mobile") was successful  	[MsgId: MMSG-26392]
Action.c(31): web_add_header("sec-ch-ua-platform") started  	[MsgId: MMSG-26355]
